BTag,Day,Mass.G,mass.mg,logmass.mg,Fvfm,Rcolor,MR,logMR,Colony,Fragment,Phenotype,Treatment,Temperature,Tank,Tile,DaysAlive,Censored,Bacteria
B4037,Day8,NA,NA,NA,NA,NA,NA,NA,S30,5,Sym,Control,Ambient (19C),Tray,86,22,N,NA
B41,Day0,0.294,294,5.68357977,NA,0.38273,NA,NA,S6,6,Sym,NLS,Elevated (30C),D2,20,22,N,EC
B41,Day1,NA,NA,NA,0.065,0.44933,NA,NA,S6,6,Sym,NLS,Elevated (30C),D2,20,22,N,EC
B41,Day15,0.311,311,5.73979291,0.196,NA,0.00874,-4.7398451,S6,6,Sym,NLS,Elevated (30C),D2,20,22,N,EC
B41,Day22,0.309,309,5.73334128,0.192,0.41911,0.01824,-4.0041383,S6,6,Sym,NLS,Elevated (30C),D2,20,22,N,EC
B41,Day8,0.309,309,5.73334128,0.177,NA,0.02032,-3.8961497,S6,6,Sym,NLS,Elevated (30C),D2,20,22,N,EC
B42,Day0,0.209,209,5.34233425,NA,0.3089,NA,NA,S4,5,Sym,PDF,Elevated (30C),E2,21,21,N,EC
B42,Day1,NA,NA,NA,0.239,0.38405,NA,NA,S4,5,Sym,PDF,Elevated (30C),E2,21,21,N,EC
B42,Day15,0.194,194,5.26785816,0.099,NA,0.03754,-3.2823482,S4,5,Sym,PDF,Elevated (30C),E2,21,21,N,EC
B42,Day22,NA,NA,NA,NA,NA,NA,NA,S4,5,Sym,PDF,Elevated (30C),E2,21,21,N,EC
B42,Day8,0.2,200,5.29831737,0.064,NA,0.01616,-4.1252162,S4,5,Sym,PDF,Elevated (30C),E2,21,21,N,EC
B43,Day0,0.164,164,5.09986643,NA,0.25303,NA,NA,S4,12,Sym,PDF,Elevated (30C),E2,21,22,N,SW
B43,Day1,NA,NA,NA,0.111,0.34087,NA,NA,S4,12,Sym,PDF,Elevated (30C),E2,21,22,N,SW
B43,Day15,0.15,150,5.01063529,0.238,NA,0.00322,-5.7383739,S4,12,Sym,PDF,Elevated (30C),E2,21,22,N,SW
B43,Day22,0.149,149,5.00394631,0.342,0.37937,0.00337,-5.6928425,S4,12,Sym,PDF,Elevated (30C),E2,21,22,N,SW
B43,Day8,0.158,158,5.06259503,0.105,NA,0.01113,-4.4981111,S4,12,Sym,PDF,Elevated (30C),E2,21,22,N,SW
B44,Day0,0.176,176,5.170484,NA,0.29439,NA,NA,S4,21,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B44,Day1,NA,NA,NA,0.13,0.35102,NA,NA,S4,21,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B44,Day15,0.168,168,5.12396398,0.074,NA,0.01729,-4.057627,S4,21,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B44,Day22,0.169,169,5.12989871,0.239,0.43417,0.00829,-4.7927053,S4,21,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B44,Day8,0.174,174,5.1590553,0.208,NA,0.07428,-2.5999135,S4,21,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B45,Day0,0.283,283,5.6454469,NA,0.22304,NA,NA,S5,6,Sym,PDF,Elevated (30C),E2,21,8,Y,NA
B45,Day1,NA,NA,NA,0.159,0.28465,NA,NA,S5,6,Sym,PDF,Elevated (30C),E2,21,8,Y,NA
B45,Day15,NA,NA,NA,NA,NA,NA,NA,S5,6,Sym,PDF,Elevated (30C),E2,21,8,Y,NA
B45,Day22,NA,NA,NA,NA,NA,NA,NA,S5,6,Sym,PDF,Elevated (30C),E2,21,8,Y,NA
B45,Day8,NA,NA,NA,0.07,NA,NA,NA,S5,6,Sym,PDF,Elevated (30C),E2,21,8,Y,NA
B46,Day0,0.113,113,4.72738782,NA,0.26686,NA,NA,S6,7,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B46,Day1,NA,NA,NA,0.194,0.47582,NA,NA,S6,7,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B46,Day15,0.105,105,4.65396035,0.186,NA,0.01117,-4.4945237,S6,7,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B46,Day22,0.098,98,4.58496748,0.515,0.38524,0.01078,-4.5300627,S6,7,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B46,Day8,0.109,109,4.69134788,0.21,NA,0.00913,-4.6961896,S6,7,Sym,PDF,Elevated (30C),E2,21,22,N,EC
B47,Day0,0.161,161,5.08140436,NA,0.41461,NA,NA,S30,8,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B47,Day1,NA,NA,NA,0.386,0.3787,NA,NA,S30,8,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B47,Day15,0.152,152,5.02388052,0.184,NA,0.05598,-2.8827608,S30,8,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B47,Day22,0.15,150,5.01063529,0.279,0.49448,0.00906,-4.7038862,S30,8,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B47,Day8,0.152,152,5.02388052,0.169,NA,0.02991,-3.5095624,S30,8,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B48,Day0,0.196,196,5.27811466,NA,0.41232,NA,NA,S4,13,Sym,PLF,Elevated (30C),F2,22,12,N,SW
B48,Day1,NA,NA,NA,0.324,0.31424,NA,NA,S4,13,Sym,PLF,Elevated (30C),F2,22,12,N,SW
B48,Day15,NA,NA,NA,NA,NA,NA,NA,S4,13,Sym,PLF,Elevated (30C),F2,22,12,N,SW
B48,Day22,NA,NA,NA,NA,NA,NA,NA,S4,13,Sym,PLF,Elevated (30C),F2,22,12,N,SW
B48,Day8,0.183,183,5.20948615,0.166,NA,0.01842,-3.9943182,S4,13,Sym,PLF,Elevated (30C),F2,22,12,N,SW
B49,Day0,0.147,147,4.99043259,NA,0.35718,NA,NA,S4,22,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B49,Day1,NA,NA,NA,0.276,0.33684,NA,NA,S4,22,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B49,Day15,0.128,128,4.85203026,0.126,NA,0.19589,-1.630202,S4,22,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B49,Day22,0.127,127,4.84418709,0.092,0.46576,0.01919,-3.953366,S4,22,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B49,Day8,0.131,131,4.87519732,0.086,NA,0.07729,-2.5601907,S4,22,Sym,PLF,Elevated (30C),F2,22,22,N,EC
B5,Day0,0.148,148,4.99721227,NA,0.26704,NA,NA,S29,5,Sym,PDF,Elevated (30C),E1,5,22,N,SW
B5,Day1,NA,NA,NA,0.327,0.3819,NA,NA,S29,5,Sym,PDF,Elevated (30C),E1,5,22,N,SW
B5,Day15,0.144,144,4.9698133,0.161,NA,0.00478,-5.3433147,S29,5,Sym,PDF,Elevated (30C),E1,5,22,N,SW
B5,Day22,0.108,108,4.68213123,0.353,0.51733,0.00273,-5.9034537,S29,5,Sym,PDF,Elevated (30C),E1,5,22,N,SW
B5,Day8,0.117,117,4.76217393,0.33,NA,0.00841,-4.7783338,S29,5,Sym,PDF,Elevated (30C),E1,5,22,N,SW
B50,Day0,0.226,226,5.420535,NA,0.344,NA,NA,S30,1,Sym,PLF,Elevated (30C),F2,22,22,N,SW
B50,Day1,NA,NA,NA,0.273,0.4227,NA,NA,S30,1,Sym,PLF,Elevated (30C),F2,22,22,N,SW
B50,Day15,0.219,219,5.38907173,0.109,NA,0.00363,-5.6185226,S30,1,Sym,PLF,Elevated (30C),F2,22,22,N,SW
B50,Day22,0.217,217,5.37989735,0.288,0.50504,0.00418,-5.477444,S30,1,Sym,PLF,Elevated (30C),F2,22,22,N,SW
B50,Day8,0.221,221,5.3981627,0.172,NA,0.00499,-5.3003194,S30,1,Sym,PLF,Elevated (30C),F2,22,22,N,SW
B51,Day0,0.086,86,4.4543473,NA,0.32579,NA,NA,S6,8,Sym,PLF,Elevated (30C),F2,22,20,N,EC
B51,Day1,NA,NA,NA,0.183,0.31535,NA,NA,S6,8,Sym,PLF,Elevated (30C),F2,22,20,N,EC
B51,Day15,0.067,67,4.20469262,0.129,NA,0.01271,-4.3653662,S6,8,Sym,PLF,Elevated (30C),F2,22,20,N,EC
B51,Day22,NA,NA,NA,NA,NA,NA,NA,S6,8,Sym,PLF,Elevated (30C),F2,22,20,N,EC
B51,Day8,0.074,74,4.30406509,0.193,NA,0.01138,-4.4758979,S6,8,Sym,PLF,Elevated (30C),F2,22,20,N,EC
B52,Day0,0.151,151,5.01727984,NA,0.36527,NA,NA,S4,7,Sym,NDF,Elevated (30C),G2,23,18,N,EC
B52,Day1,NA,NA,NA,0.312,0.40074,NA,NA,S4,7,Sym,NDF,Elevated (30C),G2,23,18,N,EC
B52,Day15,0.131,131,4.87519732,0.092,NA,0.00507,-5.2844145,S4,7,Sym,NDF,Elevated (30C),G2,23,18,N,EC
B52,Day22,NA,NA,NA,NA,NA,NA,NA,S4,7,Sym,NDF,Elevated (30C),G2,23,18,N,EC
B52,Day8,0.135,135,4.90527478,0.204,NA,NA,NA,S4,7,Sym,NDF,Elevated (30C),G2,23,18,N,EC
B53,Day0,0.262,262,5.5683445,NA,0.31905,NA,NA,S4,14,Sym,NDF,Elevated (30C),G2,23,19,N,SW
B53,Day1,NA,NA,NA,0.175,0.34818,NA,NA,S4,14,Sym,NDF,Elevated (30C),G2,23,19,N,SW
B53,Day15,0.231,231,5.44241771,0.064,NA,0.00276,-5.8925246,S4,14,Sym,NDF,Elevated (30C),G2,23,19,N,SW
B53,Day22,NA,NA,NA,NA,NA,NA,NA,S4,14,Sym,NDF,Elevated (30C),G2,23,19,N,SW
B53,Day8,0.244,244,5.49716823,0.245,NA,0.00275,-5.8961544,S4,14,Sym,NDF,Elevated (30C),G2,23,19,N,SW
B54,Day0,0.102,102,4.62497281,NA,0.49391,NA,NA,S4,23,Sym,NDF,Elevated (30C),G2,23,8,Y,NA
B54,Day1,NA,NA,NA,0.221,0.50549,NA,NA,S4,23,Sym,NDF,Elevated (30C),G2,23,8,Y,NA
B54,Day15,NA,NA,NA,NA,NA,NA,NA,S4,23,Sym,NDF,Elevated (30C),G2,23,8,Y,NA
B54,Day22,NA,NA,NA,NA,NA,NA,NA,S4,23,Sym,NDF,Elevated (30C),G2,23,8,Y,NA
B54,Day8,NA,NA,NA,0.17,NA,NA,NA,S4,23,Sym,NDF,Elevated (30C),G2,23,8,Y,NA
B5431,Day0,0.17,170,5.13579844,NA,0.24896,NA,NA,S19,11,Sym,Control,Ambient (19C),Tray,88,22,N,EC
B5431,Day1,NA,NA,NA,NA,NA,NA,NA,S19,11,Sym,Control,Ambient (19C),Tray,88,22,N,EC
B5431,Day15,NA,NA,NA,NA,NA,NA,NA,S19,11,Sym,Control,Ambient (19C),Tray,88,22,N,EC
B5431,Day22,0.15,150,5.01063529,0.496,0.26252,0.01172,-4.4464585,S19,11,Sym,Control,Ambient (19C),Tray,88,22,N,EC
B5431,Day8,NA,NA,NA,NA,NA,NA,NA,S19,11,Sym,Control,Ambient (19C),Tray,88,22,N,EC
B55,Day0,0.143,143,4.96284463,NA,0.34571,NA,NA,S6,1,Sym,NDF,Elevated (30C),G2,23,20,N,SW
B55,Day1,NA,NA,NA,0.052,0.40442,NA,NA,S6,1,Sym,NDF,Elevated (30C),G2,23,20,N,SW
B55,Day15,0.125,125,4.82831374,0.084,NA,0.00525,-5.2495272,S6,1,Sym,NDF,Elevated (30C),G2,23,20,N,SW
B55,Day22,NA,NA,NA,NA,NA,NA,NA,S6,1,Sym,NDF,Elevated (30C),G2,23,20,N,SW
B55,Day8,0.135,135,4.90527478,0.18,NA,0.0095,-4.6564635,S6,1,Sym,NDF,Elevated (30C),G2,23,20,N,SW
B56,Day0,0.136,136,4.91265489,NA,0.28289,NA,NA,S6,9,Sym,NDF,Elevated (30C),G2,23,19,N,EC
B56,Day1,NA,NA,NA,0.202,0.39723,NA,NA,S6,9,Sym,NDF,Elevated (30C),G2,23,19,N,EC
B56,Day15,0.118,118,4.77068462,0.102,NA,0.00804,-4.8233262,S6,9,Sym,NDF,Elevated (30C),G2,23,19,N,EC
B56,Day22,NA,NA,NA,NA,NA,NA,NA,S6,9,Sym,NDF,Elevated (30C),G2,23,19,N,EC
B56,Day8,0.121,121,4.79579055,0.256,NA,NA,NA,S6,9,Sym,NDF,Elevated (30C),G2,23,19,N,EC
B5628,Day0,0.16,160,5.07517382,NA,0.38282,NA,NA,S20,4,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B5628,Day1,NA,NA,NA,NA,NA,NA,NA,S20,4,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B5628,Day15,NA,NA,NA,NA,NA,NA,NA,S20,4,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B5628,Day22,0.153,153,5.03043792,0.277,0.35349,NA,NA,S20,4,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B5628,Day8,NA,NA,NA,NA,NA,NA,NA,S20,4,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B57,Day0,0.202,202,5.3082677,NA,0.28135,NA,NA,S4,15,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B57,Day1,NA,NA,NA,0.161,0.2759,NA,NA,S4,15,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B57,Day15,0.197,197,5.28320373,0.067,NA,0.0112,-4.4918415,S4,15,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B57,Day22,0.194,194,5.26785816,0.474,0.23651,0.0087,-4.7444323,S4,15,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B57,Day8,0.192,192,5.25749537,0.14,NA,0.03555,-3.3368151,S4,15,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B58,Day0,0.091,91,4.51085951,NA,0.31318,NA,NA,S4,16,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B58,Day1,NA,NA,NA,0.069,0.36705,NA,NA,S4,16,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B58,Day15,0.085,85,4.44265126,0.08,NA,0.00561,-5.1832046,S4,16,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B58,Day22,0.073,73,4.29045944,0.22,0.5256,0.00429,-5.4514685,S4,16,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B58,Day8,0.084,84,4.4308168,0.141,NA,0.00641,-5.049896,S4,16,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B59,Day0,0.177,177,5.17614973,NA,0.27713,NA,NA,S5,1,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B59,Day1,NA,NA,NA,0.229,0.37062,NA,NA,S5,1,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B59,Day15,0.168,168,5.12396398,0.08,NA,0.06476,-2.7370672,S5,1,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B59,Day22,0.17,170,5.13579844,0.455,0.18126,0.14887,-1.9046818,S5,1,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B59,Day8,0.155,155,5.04342512,0.144,NA,0.00935,-4.6723789,S5,1,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B60,Day0,0.139,139,4.93447393,NA,0.35334,NA,NA,S6,2,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B60,Day1,NA,NA,NA,0.18,0.40038,NA,NA,S6,2,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B60,Day15,0.14,140,4.94164242,0.101,NA,0.00258,-5.9599659,S6,2,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B60,Day22,0.14,140,4.94164242,0.54,0.29783,0.0071,-4.9476605,S6,2,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B60,Day8,0.132,132,4.88280192,0.118,NA,0.00739,-4.9076275,S6,2,Sym,NLF,Elevated (30C),H2,24,22,N,SW
B616,Day0,0.308,308,5.73009978,NA,0.19127,NA,NA,S17,6,Sym,Control,Ambient (19C),Tray,86,22,N,SW
B616,Day1,NA,NA,NA,NA,NA,NA,NA,S17,6,Sym,Control,Ambient (19C),Tray,86,22,N,SW
B616,Day15,NA,NA,NA,NA,NA,NA,NA,S17,6,Sym,Control,Ambient (19C),Tray,86,22,N,SW
B616,Day22,0.309,309,5.73334128,0.337,0.36375,0.02968,-3.5172819,S17,6,Sym,Control,Ambient (19C),Tray,86,22,N,SW
B616,Day8,NA,NA,NA,NA,NA,NA,NA,S17,6,Sym,Control,Ambient (19C),Tray,86,22,N,SW
B62,Day0,0.074,74,4.30406509,NA,0.2685,NA,NA,S6,10,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B62,Day1,NA,NA,NA,0.121,0.39701,NA,NA,S6,10,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B62,Day15,0.077,77,4.34380542,0.05,NA,0.00785,-4.8472417,S6,10,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B62,Day22,0.072,72,4.27666612,0.319,0.39836,0.00785,-4.8472417,S6,10,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B62,Day8,0.073,73,4.29045944,0.201,NA,0.00956,-4.6501676,S6,10,Sym,NLF,Elevated (30C),H2,24,22,N,EC
B6232,Day0,0.217,217,5.37989735,NA,0.30763,NA,NA,S19,3,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B6232,Day1,NA,NA,NA,NA,NA,NA,NA,S19,3,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B6232,Day15,NA,NA,NA,NA,NA,NA,NA,S19,3,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B6232,Day22,0.213,213,5.36129217,0.416,0.37181,NA,NA,S19,3,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B6232,Day8,NA,NA,NA,NA,NA,NA,NA,S19,3,Sym,Control,Ambient (19C),Tray,88,22,N,NA
B63,Day0,0.173,173,5.15329159,NA,0.46585,NA,NA,A4,1,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B63,Day1,NA,NA,NA,0.32,0.57675,NA,NA,A4,1,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B63,Day15,0.15,150,5.01063529,0.115,NA,0.00803,-4.8245708,A4,1,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B63,Day22,0.15,150,5.01063529,0.058,0.58076,0.03881,-3.2490773,A4,1,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B63,Day8,0.152,152,5.02388052,0.206,NA,0.02295,-3.7744373,A4,1,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B6334,Day0,0.158,158,5.06259503,NA,0.49617,NA,NA,A20,2,Apo,Control,Ambient (19C),Tray,89,22,N,SW
B6334,Day1,NA,NA,NA,NA,NA,NA,NA,A20,2,Apo,Control,Ambient (19C),Tray,89,22,N,SW
B6334,Day15,NA,NA,NA,NA,NA,NA,NA,A20,2,Apo,Control,Ambient (19C),Tray,89,22,N,SW
B6334,Day22,0.136,136,4.91265489,0.132,NA,0.00537,-5.2269274,A20,2,Apo,Control,Ambient (19C),Tray,89,22,N,SW
B6334,Day8,NA,NA,NA,NA,NA,NA,NA,A20,2,Apo,Control,Ambient (19C),Tray,89,22,N,SW
B64,Day0,0.193,193,5.26269019,NA,0.62642,NA,NA,A4,9,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B64,Day1,NA,NA,NA,0.131,0.54999,NA,NA,A4,9,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B64,Day15,0.18,180,5.19295685,0.054,NA,0.00228,-6.0835798,A4,9,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B64,Day22,0.175,175,5.16478597,0.093,0.61874,0.00206,-6.1850493,A4,9,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B64,Day8,0.175,175,5.16478597,0.19,NA,0.0054,-5.2213563,A4,9,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B65,Day0,0.311,311,5.73979291,NA,0.6224,NA,NA,A5,5,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B65,Day1,NA,NA,NA,0.066,0.59002,NA,NA,A5,5,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B65,Day15,0.269,269,5.59471138,0.174,NA,0.00499,-5.3003194,A5,5,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B65,Day22,0.267,267,5.58724866,0.063,0.54983,0.07045,-2.652852,A5,5,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B65,Day8,0.271,271,5.60211882,0.116,NA,0.06179,-2.7840137,A5,5,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B67,Day0,0.172,172,5.14749448,NA,0.53626,NA,NA,A5,13,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B67,Day1,NA,NA,NA,0.079,0.44496,NA,NA,A5,13,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B67,Day15,0.161,161,5.08140436,0.153,NA,0.00278,-5.8853044,A5,13,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B67,Day22,0.16,160,5.07517382,0.062,0.57465,0.00202,-6.2046578,A5,13,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B67,Day8,0.157,157,5.05624581,0.25,NA,0.00455,-5.392628,A5,13,Apo,PDS,Elevated (30C),A2,25,22,N,SW
B6947,Day0,0.145,145,4.97673374,NA,0.44737,NA,NA,A19,3,Apo,Control,Ambient (19C),Tray,89,22,N,EC
B6947,Day1,NA,NA,NA,NA,NA,NA,NA,A19,3,Apo,Control,Ambient (19C),Tray,89,22,N,EC
B6947,Day15,NA,NA,NA,NA,NA,NA,NA,A19,3,Apo,Control,Ambient (19C),Tray,89,22,N,EC
B6947,Day22,0.141,141,4.94875989,0.115,0.53641,0.07579,-2.5797889,A19,3,Apo,Control,Ambient (19C),Tray,89,22,N,EC
B6947,Day8,NA,NA,NA,NA,NA,NA,NA,A19,3,Apo,Control,Ambient (19C),Tray,89,22,N,EC
B7,Day0,0.154,154,5.0369526,NA,0.57223,NA,NA,A1,6,Apo,NDF,Elevated (30C),G1,15,22,N,SW
B7,Day1,NA,NA,NA,0.396,0.37933,NA,NA,A1,6,Apo,NDF,Elevated (30C),G1,15,22,N,SW
B7,Day15,0.124,124,4.82028157,0.188,NA,0.00108,-6.8307942,A1,6,Apo,NDF,Elevated (30C),G1,15,22,N,SW
B7,Day22,0.113,113,4.72738782,0.224,0.43454,0.00237,-6.0448653,A1,6,Apo,NDF,Elevated (30C),G1,15,22,N,SW
B7,Day8,0.142,142,4.95582706,0.504,NA,0.00223,-6.1057537,A1,6,Apo,NDF,Elevated (30C),G1,15,22,N,SW
B70,Day0,0.122,122,4.80402104,NA,0.27857,NA,NA,A6,2,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B70,Day1,NA,NA,NA,0.111,0.52398,NA,NA,A6,2,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B70,Day15,0.11,110,4.70048037,0.246,NA,0.01221,-4.4055,A6,2,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B70,Day22,0.11,110,4.70048037,0.083,0.53216,0.00366,-5.6102921,A6,2,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B70,Day8,0.111,111,4.7095302,0.188,NA,0.00791,-4.8396275,A6,2,Apo,PDS,Elevated (30C),A2,25,22,N,EC
B71,Day0,0.084,84,4.4308168,NA,0.47119,NA,NA,A4,2,Apo,PLS,Elevated (30C),B2,26,12,N,EC
B71,Day1,NA,NA,NA,0.164,0.45004,NA,NA,A4,2,Apo,PLS,Elevated (30C),B2,26,12,N,EC
B71,Day15,NA,NA,NA,NA,NA,NA,NA,A4,2,Apo,PLS,Elevated (30C),B2,26,12,N,EC
B71,Day22,NA,NA,NA,NA,NA,NA,NA,A4,2,Apo,PLS,Elevated (30C),B2,26,12,N,EC
B71,Day8,0.079,79,4.36944785,0.192,NA,0.02954,-3.52201,A4,2,Apo,PLS,Elevated (30C),B2,26,12,N,EC
B72,Day0,0.088,88,4.47733681,NA,0.45876,NA,NA,A4,10,Apo,PLS,Elevated (30C),B2,26,15,Y,SW
B72,Day1,NA,NA,NA,0.16,0.47201,NA,NA,A4,10,Apo,PLS,Elevated (30C),B2,26,15,Y,SW
B72,Day15,NA,NA,NA,0.17,NA,NA,NA,A4,10,Apo,PLS,Elevated (30C),B2,26,15,Y,SW
B72,Day22,NA,NA,NA,NA,NA,NA,NA,A4,10,Apo,PLS,Elevated (30C),B2,26,15,Y,SW
B72,Day8,0.088,88,4.47733681,0.26,NA,0.0079,-4.8408925,A4,10,Apo,PLS,Elevated (30C),B2,26,15,Y,SW
B73,Day0,0.489,489,6.19236249,NA,0.63803,NA,NA,A5,6,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B73,Day1,NA,NA,NA,0.133,0.53353,NA,NA,A5,6,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B73,Day15,0.42,420,6.04025471,0.172,NA,0.05098,-2.9763219,A5,6,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B73,Day22,0.406,406,6.00635316,0.119,0.5142,0.02184,-3.8240121,A5,6,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B73,Day8,0.458,458,6.12686918,0.183,NA,0.00718,-4.9364559,A5,6,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B74,Day0,0.136,136,4.91265489,NA,0.54138,NA,NA,A5,14,Apo,PLS,Elevated (30C),B2,26,22,N,SW
B74,Day1,NA,NA,NA,0.342,0.52698,NA,NA,A5,14,Apo,PLS,Elevated (30C),B2,26,22,N,SW
B74,Day15,0.128,128,4.85203026,0.276,NA,0.00432,-5.4444999,A5,14,Apo,PLS,Elevated (30C),B2,26,22,N,SW
B74,Day22,0.127,127,4.84418709,0.08,0.46413,0.00423,-5.4655533,A5,14,Apo,PLS,Elevated (30C),B2,26,22,N,SW
B74,Day8,0.131,131,4.87519732,0.118,NA,0.00513,-5.2726496,A5,14,Apo,PLS,Elevated (30C),B2,26,22,N,SW
B75,Day0,0.113,113,4.72738782,NA,0.34807,NA,NA,A6,3,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B75,Day1,NA,NA,NA,0.159,0.4185,NA,NA,A6,3,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B75,Day15,0.104,104,4.6443909,0.422,NA,0.36904,-0.9968502,A6,3,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B75,Day22,0.111,111,4.7095302,0.122,0.40835,0.14266,-1.9472911,A6,3,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B75,Day8,0.114,114,4.73619845,0.222,NA,0.04776,-3.0415668,A6,3,Apo,PLS,Elevated (30C),B2,26,22,N,EC
B76,Day0,0.292,292,5.6767538,NA,0.3835,NA,NA,A25,6,Apo,NDS,Elevated (30C),C2,27,22,N,EC
B76,Day1,NA,NA,NA,0.087,0.48804,NA,NA,A25,6,Apo,NDS,Elevated (30C),C2,27,22,N,EC
B76,Day15,0.252,252,5.52942909,0.209,NA,0.00551,-5.2011907,A25,6,Apo,NDS,Elevated (30C),C2,27,22,N,EC
B76,Day22,0.24,240,5.48063892,0.123,0.46081,0.00393,-5.5391159,A25,6,Apo,NDS,Elevated (30C),C2,27,22,N,EC
B76,Day8,0.275,275,5.6167711,0.145,NA,0.01347,-4.3072903,A25,6,Apo,NDS,Elevated (30C),C2,27,22,N,EC
B77,Day0,0.201,201,5.30330491,NA,0.50665,NA,NA,A4,11,Apo,NDS,Elevated (30C),C2,27,22,N,SW
B77,Day1,NA,NA,NA,0.084,0.4272,NA,NA,A4,11,Apo,NDS,Elevated (30C),C2,27,22,N,SW
B77,Day15,0.18,180,5.19295685,0.141,NA,0.00303,-5.7991927,A4,11,Apo,NDS,Elevated (30C),C2,27,22,N,SW
B77,Day22,0.172,172,5.14749448,0.172,0.39865,0.00327,-5.7229653,A4,11,Apo,NDS,Elevated (30C),C2,27,22,N,SW
B77,Day8,0.189,189,5.24174702,0.103,NA,0.02319,-3.7640341,A4,11,Apo,NDS,Elevated (30C),C2,27,22,N,SW
