input.rate,converted.rate,volumetric,mass.specific,input.o2.unit,input.time.unit,output.unit,vial,B.TAG,Day,Sym.state,Bacteria,Treatment,Plastic,Light,Food,Temperature
-1.10584,-2.36921,-4.26457,-0.01822,%,min,umol/min/g,A6,O94,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.61448,-3.45894,-6.57198,-0.02528,%,min,umol/min/g,B2,G1991,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.29663,-2.77795,-5.27811,-0.02356,%,min,umol/min/g,B3,O97,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-3.41567,-7.31791,-13.1722,-0.05421,%,min,umol/min/g,B4,G7673,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.43971,-0.94205,-1.7899,-0.00973,%,min,umol/min/g,B5,Y156,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.30622,-0.65606,-1.24651,-0.00966,%,min,umol/min/g,B6,G8180,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.08611,-2.32693,-4.42116,-0.03113,%,min,umol/min/g,C2,G9877,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-4.29906,-9.21051,-17.5,-0.175,%,min,umol/min/g,C3,Y2820,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.76889,-3.78975,-7.20053,-0.02424,%,min,umol/min/g,C4,O986,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.62345,-1.33572,-2.53787,-0.01099,%,min,umol/min/g,C5,O9659,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.6641,-1.4228,-2.70332,-0.01325,%,min,umol/min/g,C6,Y2223,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.54031,-3.30003,-5.94005,-0.01778,%,min,umol/min/g,D2,O646,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.54031,-3.30003,-6.27005,-0.02469,%,min,umol/min/g,D3,O6719,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-1.11144,-2.3812,-4.52428,-0.01817,%,min,umol/min/g,D4,Y4350,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.29253,-0.62673,-1.19079,-0.00789,%,min,umol/min/g,D5,W3,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.41769,-0.89487,-1.70025,-0.0063,%,min,umol/min/g,D6,W8,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.19024,-0.40758,-0.77439,-0.0079,%,min,umol/min/g,A2,O78,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.20583,-0.44098,-0.83786,-0.00537,%,min,umol/min/g,A3,O80,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.17932,-0.38419,-0.72995,-0.00537,%,min,umol/min/g,A4,B6334,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.17072,-0.36576,-0.69493,-0.00291,%,min,umol/min/g,A5,O85,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.08492,-0.18195,-0.3457,-0.00342,%,min,umol/min/g,A6,O87,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.25856,-0.55395,-1.05251,-0.00642,%,min,umol/min/g,B2,G6961,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.23988,-0.51393,-0.97646,-0.0061,%,min,umol/min/g,B3,O89,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-1.26882,-2.71837,-5.16491,-0.01645,%,min,umol/min/g,B4,O93,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-6.2708,-13.4349,-24.1828,-0.06001,%,min,umol/min/g,B5,G9669,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-2.27558,-4.8753,-8.77555,-0.02291,%,min,umol/min/g,B6,O98,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.1939,-0.41542,-0.78929,-0.00467,%,min,umol/min/g,C2,Y113,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.21228,-0.4548,-0.86412,-0.00758,%,min,umol/min/g,C3,G8171,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.49258,-1.05533,-1.89959,-0.00481,%,min,umol/min/g,C4,Y164,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-1.81561,-3.88986,-7.39073,-0.04017,%,min,umol/min/g,C5,G6991,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.31307,-0.67074,-1.2744,-0.00585,%,min,umol/min/g,C6,Y1819,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.55801,-1.19551,-2.27146,-0.0073,%,min,umol/min/g,D2,O916,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.55801,-1.19551,-2.27146,-0.02294,%,min,umol/min/g,D3,Y3225,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.24498,-0.52485,-0.99722,-0.00435,%,min,umol/min/g,D4,O6968,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-1.68242,-3.60449,-6.84852,-0.0428,%,min,umol/min/g,D5,Y4451,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.18292,-0.3919,-0.66623,-0.00376,%,min,umol/min/g,D6,W7,22,apo,SW,Control,NoPlastic,Light,Fed,Ambient
-0.45249,-0.9597,-1.82344,-0.01788,%,min,umol/min/g,A2,O36,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-0.55121,-1.1691,-2.22129,-0.01481,%,min,umol/min/g,A3,Y4156,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-3.35246,-7.1104,-13.5098,-0.08605,%,min,umol/min/g,A4,O41,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-4.50614,-9.55729,-18.1588,-0.0936,%,min,umol/min/g,A5,Y5281,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-1.27271,-2.69935,-4.85883,-0.03709,%,min,umol/min/g,A6,O46,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-6.43876,-13.6563,-24.5813,-0.06303,%,min,umol/min/g,B2,Y7364,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-2.75964,-5.85305,-11.1208,-0.06907,%,min,umol/min/g,B3,O50,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-0.45188,-0.95842,-1.82101,-0.02718,%,min,umol/min/g,B4,Y8794,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-3.77132,-7.99878,-15.1977,-0.06695,%,min,umol/min/g,B5,O54,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-1.79279,-3.80242,-7.22459,-0.03211,%,min,umol/min/g,B6,O56,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-4.27663,-9.07052,-17.234,-0.07092,%,min,umol/min/g,C2,Y615,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-6.13764,-13.0176,-23.4317,-0.06892,%,min,umol/min/g,C3,O63,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-2.52241,-5.34991,-10.1648,-0.04253,%,min,umol/min/g,C4,B1938,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-9.53267,-20.2183,-38.4148,-0.27439,%,min,umol/min/g,C5,B3941,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-0.36803,-0.78057,-1.48309,-0.0163,%,min,umol/min/g,C6,O71,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-5.78312,-12.2657,-22.0783,-0.07215,%,min,umol/min/g,D2,B233,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-5.78312,-12.2657,-23.3048,-0.07567,%,min,umol/min/g,D3,B919,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-0.31042,-0.65838,-1.25092,-0.00962,%,min,umol/min/g,D4,O74,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-0.43634,-0.92545,-1.75836,-0.01172,%,min,umol/min/g,D6,B5431,22,sym,EC,Control,NoPlastic,Light,Fed,Ambient
-1.05669,-2.24118,-4.25824,-0.0349,%,min,umol/min/g,A2,O33,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.15204,-0.32248,-0.61271,-0.00515,%,min,umol/min/g,A3,Y4940,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.29392,-0.62339,-1.18444,-0.00559,%,min,umol/min/g,A4,Y6599,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-1.01543,-2.15367,-4.09198,-0.02746,%,min,umol/min/g,A5,O38,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.26583,-0.5638,-1.07122,-0.0083,%,min,umol/min/g,A6,Y7679,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.68398,-1.4507,-2.75632,-0.01002,%,min,umol/min/g,B2,Y6172,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.37053,-0.78587,-1.49315,-0.00839,%,min,umol/min/g,B3,O43,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.13703,-0.29064,-0.55222,-0.0024,%,min,umol/min/g,B4,Y7071,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.38037,-0.80675,-1.53283,-0.00532,%,min,umol/min/g,B5,Y6758,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.44464,-0.94305,-1.6975,-0.00585,%,min,umol/min/g,B6,O48,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.18421,-0.3907,-0.74234,-0.00816,%,min,umol/min/g,C2,Y9885,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-8.68634,-18.4233,-35.0043,-0.15286,%,min,umol/min/g,C3,O53,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.32231,-0.68361,-1.2305,-0.00517,%,min,umol/min/g,C4,Y6688,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.37807,-0.80187,-1.52355,-0.00643,%,min,umol/min/g,C5,Y9278,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.37546,-0.79632,-1.43338,-0.00432,%,min,umol/min/g,C6,O58,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-2.27547,-4.82616,-9.1697,-0.02968,%,min,umol/min/g,D2,B616,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-2.27547,-4.82616,-9.1697,-0.05524,%,min,umol/min/g,D3,O70,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.49205,-1.04361,-1.87851,-0.00548,%,min,umol/min/g,D4,B266,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-0.18745,-0.39757,-0.75538,-0.01049,%,min,umol/min/g,D5,O64,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
-6.16558,-13.0769,-23.5384,-0.05362,%,min,umol/min/g,D6,B9940,22,sym,SW,Control,NoPlastic,Light,Fed,Ambient
